date_time,Raw Demand (MW),Forecasted Demand (MW),Classification,Cleaned Demand (MW)
20150716T22Z,6744,6661,OKAY,6744
20150716T23Z,6762,6692,OKAY,6762
20150717T00Z,6819,6713,OKAY,6819
20150717T01Z,6780,6754,OKAY,6780
20150717T02Z,6808,6715,OKAY,6808
20150717T03Z,6626,6598,OKAY,6626
20150717T04Z,6481,6503,OKAY,6481
20150717T05Z,6393,6428,OKAY,6393
20150717T06Z,5998,6107,OKAY,5998
20150717T07Z,5580,5647,OKAY,5580
20150717T08Z,5252,5337,OKAY,5252
20150717T09Z,5065,5130,OKAY,5065
20150717T10Z,4951,5007,OKAY,4951
20150717T11Z,4920,4956,OKAY,4920
20150717T12Z,4967,5015,OKAY,4967
20150717T13Z,5144,5198,OKAY,5144
20150717T14Z,5477,5514,OKAY,5477
20150717T15Z,5798,5854,OKAY,5798
20150717T16Z,6034,6104,OKAY,6034
20150717T17Z,6194,6279,OKAY,6194
20150717T18Z,6337,6396,OKAY,6337
20150717T19Z,6418,6488,OKAY,6418
20150717T20Z,6561,6571,OKAY,6561
20150717T21Z,6614,6655,OKAY,6614
20150717T22Z,6660,6722,OKAY,6660
20150717T23Z,6650,6768,OKAY,6650
20150718T00Z,6823,6793,OKAY,6823
20150718T01Z,6967,6806,OKAY,6967
20150718T02Z,6934,6724,OKAY,6934
20150718T03Z,6766,6551,OKAY,6766
20150718T04Z,6544,6425,OKAY,6544
20150718T05Z,6446,6401,OKAY,6446
20150718T06Z,6167,6155,OKAY,6167
20150718T07Z,5796,5714,OKAY,5796
20150718T08Z,5390,5440,OKAY,5390
20150718T09Z,5175,5163,OKAY,5175
20150718T10Z,4986,5014,OKAY,4986
20150718T11Z,4891,4942,OKAY,4891
20150718T12Z,4879,4919,OKAY,4879
20150718T13Z,4916,4935,OKAY,4916
20150718T14Z,5066,5067,OKAY,5066
20150718T15Z,5358,5385,OKAY,5358
20150718T16Z,5704,5770,OKAY,5704
20150718T17Z,6004,6059,OKAY,6004
20150718T18Z,6147,6251,OKAY,6147
20150718T19Z,6377,6392,OKAY,6377
20150718T20Z,6587,6486,OKAY,6587
20150718T21Z,6704,6577,OKAY,6704
20150718T22Z,6863,6679,OKAY,6863
20150718T23Z,6990,6781,OKAY,6990
20150719T00Z,7113,6873,OKAY,7113
20150719T01Z,7187,6922,OKAY,7187
20150719T02Z,7129,6882,OKAY,7129
20150719T03Z,7039,6743,OKAY,7039
20150719T04Z,6816,6598,OKAY,6816
20150719T05Z,6695,6533,OKAY,6695
20150719T06Z,6321,6241,OKAY,6321
20150719T07Z,5868,5794,OKAY,5868
20150719T08Z,5485,5457,OKAY,5485
20150719T09Z,5215,5239,OKAY,5215
20150719T10Z,5051,5086,OKAY,5051
20150719T11Z,4966,5005,OKAY,4966
20150719T12Z,4934,4952,OKAY,4934
20150719T13Z,4900,4907,OKAY,4900
20150719T14Z,4988,4954,OKAY,4988
20150719T15Z,5302,5240,OKAY,5302
20150719T16Z,5737,5686,OKAY,5737
20150719T17Z,6034,6023,OKAY,6034
20150719T18Z,6358,6247,OKAY,6358
20150719T19Z,6609,6422,OKAY,6609
20150719T20Z,6799,6576,OKAY,6799
20150719T21Z,6947,6699,OKAY,6947
20150719T22Z,7065,6801,OKAY,7065
20150719T23Z,7182,6893,OKAY,7182
20150720T00Z,7296,6982,OKAY,7296
20150720T01Z,7431,7061,OKAY,7431
20150720T02Z,7372,7032,OKAY,7372
20150720T03Z,7202,6918,OKAY,7202
20150720T04Z,6995,6772,OKAY,6995
20150720T05Z,6880,6627,OKAY,6880
20150720T06Z,6412,6255,OKAY,6412
20150720T07Z,5895,5778,OKAY,5895
20150720T08Z,5536,5483,OKAY,5536
20150720T09Z,5275,5290,OKAY,5275
20150720T10Z,5178,5164,OKAY,5178
20150720T11Z,5117,5111,OKAY,5117
20150720T12Z,5194,5175,OKAY,5194
20150720T13Z,5375,5366,OKAY,5375
20150720T14Z,5735,5676,OKAY,5735
20150720T15Z,6129,6002,OKAY,6129
20150720T16Z,6376,6305,OKAY,6376
20150720T17Z,6597,6539,OKAY,6597
20150720T18Z,6782,6741,OKAY,6782
20150720T19Z,6950,6877,OKAY,6950
20150720T20Z,7117,7017,OKAY,7117
20150720T21Z,7241,7128,OKAY,7241
20150720T22Z,7355,7196,OKAY,7355
20150720T23Z,7437,7251,OKAY,7437
20150721T00Z,7500,7276,OKAY,7500
20150721T01Z,7558,7316,OKAY,7558
20150721T02Z,7508,7259,OKAY,7508
20150721T03Z,7351,7093,OKAY,7351
20150721T04Z,7104,6930,OKAY,7104
20150721T05Z,6940,6773,OKAY,6940
20150721T06Z,6510,6375,OKAY,6510
20150721T07Z,5992,5888,OKAY,5992
20150721T08Z,5574,5649,OKAY,5574
20150721T09Z,5346,5430,OKAY,5346
20150721T10Z,5186,5288,OKAY,5186
20150721T11Z,5105,5221,OKAY,5105
20150721T12Z,5175,5280,OKAY,5175
20150721T13Z,5358,5480,OKAY,5358
20150721T14Z,5759,5787,OKAY,5759
20150721T15Z,6078,6070,OKAY,6078
20150721T16Z,6298,6307,OKAY,6298
20150721T17Z,6417,6488,OKAY,6417
20150721T18Z,6581,6635,OKAY,6581
20150721T19Z,6688,6738,OKAY,6688
20150721T20Z,6821,6860,OKAY,6821
20150721T21Z,6823,6963,OKAY,6823
20150721T22Z,6926,7030,OKAY,6926
20150721T23Z,6940,7068,OKAY,6940
20150722T00Z,6948,7089,OKAY,6948
20150722T01Z,7002,7116,OKAY,7002
20150722T02Z,6928,7059,OKAY,6928
20150722T03Z,6758,6909,OKAY,6758
20150722T04Z,6492,6783,OKAY,6492
20150722T05Z,6449,6658,OKAY,6449
20150722T06Z,6076,6277,OKAY,6076
20150722T07Z,5609,5820,OKAY,5609
20150722T08Z,5265,5487,OKAY,5265
20150722T09Z,5094,5220,OKAY,5094
20150722T10Z,5033,5084,OKAY,5033
20150722T11Z,4937,5034,OKAY,4937
20150722T12Z,5073,5111,OKAY,5073
20150722T13Z,5271,5346,OKAY,5271
20150722T14Z,5620,5696,OKAY,5620
20150722T15Z,5948,5997,OKAY,5948
20150722T16Z,6126,6191,OKAY,6126
20150722T17Z,6235,6326,OKAY,6235
20150722T18Z,6282,6434,OKAY,6282
20150722T19Z,6392,6501,OKAY,6392
20150722T20Z,6467,6589,OKAY,6467
20150722T21Z,6526,6654,OKAY,6526
20150722T22Z,6562,6695,OKAY,6562
20150722T23Z,6570,6725,OKAY,6570
20150723T00Z,6642,6759,OKAY,6642
20150723T01Z,6699,6808,OKAY,6699
20150723T02Z,6742,6768,OKAY,6742
20150723T03Z,6598,6657,OKAY,6598
20150723T04Z,6517,6573,OKAY,6517
20150723T05Z,6406,6489,OKAY,6406
20150723T06Z,6017,6118,OKAY,6017
20150723T07Z,5584,5665,OKAY,5584
20150723T08Z,5196,5350,OKAY,5196
20150723T09Z,5050,5095,OKAY,5050
20150723T10Z,4978,4976,OKAY,4978
20150723T11Z,4954,4940,OKAY,4954
20150723T12Z,4983,5021,OKAY,4983
20150723T13Z,5175,5258,OKAY,5175
20150723T14Z,5542,5628,OKAY,5542
20150723T15Z,5857,5930,OKAY,5857
20150723T16Z,6025,6100,OKAY,6025
20150723T17Z,6211,6225,OKAY,6211
20150723T18Z,6315,6315,OKAY,6315
20150723T19Z,6417,6377,OKAY,6417
20150723T20Z,6523,6461,OKAY,6523
20150723T21Z,6613,6532,OKAY,6613
20150723T22Z,6656,6589,OKAY,6656
20150723T23Z,6708,6624,OKAY,6708
20150724T00Z,6819,6669,OKAY,6819
20150724T01Z,6865,6716,OKAY,6865
20150724T02Z,6828,6682,OKAY,6828
20150724T03Z,6697,6589,OKAY,6697
20150724T04Z,6577,6522,OKAY,6577
20150724T05Z,6542,6449,OKAY,6542
20150724T06Z,6145,6069,OKAY,6145
20150724T07Z,5651,5613,OKAY,5651
20150724T08Z,5335,5324,OKAY,5335
20150724T09Z,5119,5139,OKAY,5119
