date_time,Cleaned Demand (MW)
20160602T03Z,362097
20160602T04Z,332073
20160602T05Z,306482
20160602T06Z,288864
20160602T07Z,276642
20160602T08Z,269476
20160602T09Z,268394
20160602T10Z,276174
20160602T11Z,293240
20160602T12Z,310882
20160602T13Z,329066
20160602T14Z,345475
20160602T15Z,361485
20160602T16Z,377502
20160602T17Z,391912
20160602T18Z,405653
20160602T19Z,415591
20160602T20Z,421676
20160602T21Z,423566
20160602T22Z,421112
20160602T23Z,412302
20160603T00Z,399924
20160603T01Z,391084
20160603T02Z,380797
20160603T03Z,359159
20160603T04Z,330939
20160603T05Z,306922
20160603T06Z,288925
20160603T07Z,277167
20160603T08Z,270465
20160603T09Z,269179
20160603T10Z,277138
20160603T11Z,291851
20160603T12Z,309283
20160603T13Z,328187
20160603T14Z,346103
20160603T15Z,364634
20160603T16Z,381629
20160603T17Z,395558
20160603T18Z,407492
20160603T19Z,416148
20160603T20Z,420529
20160603T21Z,421913
20160603T22Z,418187
20160603T23Z,408357
20160604T00Z,394260
20160604T01Z,382444
20160604T02Z,373872
20160604T03Z,355550
20160604T04Z,330406
20160604T05Z,306706
20160604T06Z,288601
20160604T07Z,276278
20160604T08Z,267349
20160604T09Z,262636
20160604T10Z,262908
20160604T11Z,265134
20160604T12Z,273563
20160604T13Z,292211
20160604T14Z,314582
20160604T15Z,336114
20160604T16Z,354641
20160604T17Z,368402
20160604T18Z,378092
20160604T19Z,385010
20160604T20Z,388807
20160604T21Z,390271
20160604T22Z,389107
20160604T23Z,382580
20160605T00Z,372079
20160605T01Z,363894
20160605T02Z,356206
20160605T03Z,340687
20160605T04Z,318992
20160605T05Z,296426
20160605T06Z,280396
20160605T07Z,269269
20160605T08Z,261430
20160605T09Z,257004
20160605T10Z,256094
20160605T11Z,256205
20160605T12Z,261638
20160605T13Z,278474
20160605T14Z,298351
20160605T15Z,316917
20160605T16Z,332277
20160605T17Z,345320
20160605T18Z,355754
20160605T19Z,363213
20160605T20Z,369295
20160605T21Z,374248
20160605T22Z,376283
20160605T23Z,373811
20160606T00Z,367049
20160606T01Z,359334
20160606T02Z,351345
20160606T03Z,335811
20160606T04Z,312691
20160606T05Z,290557
20160606T06Z,275542
20160606T07Z,265713
20160606T08Z,260042
20160606T09Z,260694
20160606T10Z,269194
20160606T11Z,286438
20160606T12Z,307588
20160606T13Z,326864
20160606T14Z,344540
20160606T15Z,361086
20160606T16Z,376525
20160606T17Z,388420
20160606T18Z,399540
20160606T19Z,407316
20160606T20Z,412578
20160606T21Z,415670
20160606T22Z,415138
20160606T23Z,409032
20160607T00Z,399306
20160607T01Z,389600
20160607T02Z,379509
20160607T03Z,358431
20160607T04Z,330110
20160607T05Z,305376
20160607T06Z,288712
20160607T07Z,277710
20160607T08Z,270504
20160607T09Z,269483
20160607T10Z,277229
20160607T11Z,292078
20160607T12Z,309454
20160607T13Z,327427
20160607T14Z,344453
20160607T15Z,361295
20160607T16Z,376426
20160607T17Z,389101
20160607T18Z,400297
20160607T19Z,408518
20160607T20Z,413039
20160607T21Z,414913
20160607T22Z,414369
20160607T23Z,408009
20160608T00Z,396492
20160608T01Z,382846
20160608T02Z,371432
20160608T03Z,349325
20160608T04Z,320233
20160608T05Z,295488
20160608T06Z,277492
20160608T07Z,265578
20160608T08Z,258809
20160608T09Z,257480
20160608T10Z,265927
20160608T11Z,278172
20160608T12Z,293986
20160608T13Z,310050
20160608T14Z,324686
20160608T15Z,339325
20160608T16Z,352034
20160608T17Z,361995
20160608T18Z,371673
20160608T19Z,379167
20160608T20Z,385250
20160608T21Z,389531
20160608T22Z,391343
20160608T23Z,387623
20160609T00Z,378400
20160609T01Z,367411
20160609T02Z,358037
20160609T03Z,338546
20160609T04Z,311996
20160609T05Z,288473
20160609T06Z,270684
20160609T07Z,260102
20160609T08Z,253693
20160609T09Z,253031
20160609T10Z,259694
20160609T11Z,274099
20160609T12Z,290542
20160609T13Z,306403
20160609T14Z,321166
20160609T15Z,336224
20160609T16Z,350306
20160609T17Z,362220
20160609T18Z,373692
20160609T19Z,384165
20160609T20Z,391830
20160609T21Z,397873
20160609T22Z,399976
20160609T23Z,395752
20160610T00Z,386564
20160610T01Z,376956
20160610T02Z,369456
20160610T03Z,350616
20160610T04Z,323787
20160610T05Z,297633
20160610T06Z,281761
20160610T07Z,271243
20160610T08Z,264452
20160610T09Z,262227
20160610T10Z,267975
20160610T11Z,279657
20160610T12Z,296866
20160610T13Z,317009
20160610T14Z,336895
20160610T15Z,357049
20160610T16Z,376030
20160610T17Z,391850
20160610T18Z,405632
20160610T19Z,416757
20160610T20Z,425301
20160610T21Z,432197
20160610T22Z,433507
20160610T23Z,427364
20160611T00Z,415574
20160611T01Z,401764
20160611T02Z,390436
20160611T03Z,370900
20160611T04Z,344008
20160611T05Z,318029
20160611T06Z,296695
20160611T07Z,283146
20160611T08Z,273314
20160611T09Z,267287
20160611T10Z,266654
20160611T11Z,268694
20160611T12Z,279013
20160611T13Z,300611
20160611T14Z,328202
20160611T15Z,356832
20160611T16Z,382176
20160611T17Z,402633
20160611T18Z,417458
20160611T19Z,429236
20160611T20Z,438340
20160611T21Z,444742
20160611T22Z,448064
20160611T23Z,444140
20160612T00Z,434101
20160612T01Z,421165
20160612T02Z,409407
20160612T03Z,390313
20160612T04Z,363660
20160612T05Z,337376
20160612T06Z,315504
20160612T07Z,299707
20160612T08Z,288356
20160612T09Z,280300
20160612T10Z,275842
20160612T11Z,273779
20160612T12Z,282445
20160612T13Z,306011
20160612T14Z,332092
20160612T15Z,356722
20160612T16Z,376573
20160612T17Z,392847
20160612T18Z,404060
20160612T19Z,411058
20160612T20Z,415071
20160612T21Z,417787
20160612T22Z,418811
20160612T23Z,413700
20160613T00Z,402547
20160613T01Z,389779
20160613T02Z,379456
20160613T03Z,360679
20160613T04Z,334396
20160613T05Z,310133
20160613T06Z,293170
20160613T07Z,280987
20160613T08Z,273396
20160613T09Z,271578
20160613T10Z,278157
20160613T11Z,291665
20160613T12Z,310259
20160613T13Z,330615
20160613T14Z,350427
20160613T15Z,370796
20160613T16Z,389967
20160613T17Z,406193
20160613T18Z,420590
20160613T19Z,430930
20160613T20Z,438449
20160613T21Z,443266
20160613T22Z,443446
20160613T23Z,437184
20160614T00Z,426365
20160614T01Z,413646
20160614T02Z,402458
20160614T03Z,380076
20160614T04Z,349820
20160614T05Z,322750
20160614T06Z,303330
20160614T07Z,291392
20160614T08Z,282962
20160614T09Z,280576
20160614T10Z,286625
20160614T11Z,301124
20160614T12Z,319025
20160614T13Z,338958
20160614T14Z,358982
20160614T15Z,379313
20160614T16Z,399515
20160614T17Z,416682
20160614T18Z,430935
20160614T19Z,439993
20160614T20Z,445000
20160614T21Z,448320
20160614T22Z,448050
20160614T23Z,440572
20160615T00Z,428571
20160615T01Z,415508
20160615T02Z,404919
20160615T03Z,383311
20160615T04Z,354290
20160615T05Z,328390
20160615T06Z,309243
20160615T07Z,297593
20160615T08Z,289783
20160615T09Z,286988
20160615T10Z,292982
20160615T11Z,307813
20160615T12Z,325176
20160615T13Z,345678
20160615T14Z,366390
20160615T15Z,388206
20160615T16Z,409425
20160615T17Z,427902
20160615T18Z,444509
20160615T19Z,458033
20160615T20Z,467041
20160615T21Z,473498
20160615T22Z,473461
20160615T23Z,466907
20160616T00Z,453722
20160616T01Z,439455
20160616T02Z,425997
20160616T03Z,402331
20160616T04Z,371240
20160616T05Z,343238
20160616T06Z,322666
20160616T07Z,309076
20160616T08Z,299668
20160616T09Z,296605
20160616T10Z,302563
20160616T11Z,316198
20160616T12Z,333937
20160616T13Z,355150
20160616T14Z,375406
20160616T15Z,395733
20160616T16Z,415607
20160616T17Z,431726
20160616T18Z,446054
20160616T19Z,456421
20160616T20Z,461674
20160616T21Z,464242
20160616T22Z,462931
20160616T23Z,455670
20160617T00Z,444169
20160617T01Z,431803
20160617T02Z,419126
20160617T03Z,396642
20160617T04Z,368207
20160617T05Z,343752
20160617T06Z,322411
20160617T07Z,305995
20160617T08Z,297087
20160617T09Z,293783
20160617T10Z,298414
20160617T11Z,309923
20160617T12Z,326150
20160617T13Z,347569
20160617T14Z,369944
20160617T15Z,391673
20160617T16Z,410775
20160617T17Z,425383
20160617T18Z,435999
20160617T19Z,443041
20160617T20Z,447492
20160617T21Z,449606
20160617T22Z,447117
20160617T23Z,437520
20160618T00Z,422837
20160618T01Z,406387
20160618T02Z,393633
20160618T03Z,373877
20160618T04Z,347246
20160618T05Z,322205
20160618T06Z,301302
20160618T07Z,285943
20160618T08Z,276214
20160618T09Z,270517
20160618T10Z,268640
20160618T11Z,270199
20160618T12Z,280058
20160618T13Z,299416
20160618T14Z,320864
20160618T15Z,342370
20160618T16Z,362170
20160618T17Z,378600
20160618T18Z,391169
20160618T19Z,401560
20160618T20Z,410112
20160618T21Z,416136
20160618T22Z,418004
20160618T23Z,412611
20160619T00Z,399898
20160619T01Z,384961
20160619T02Z,374022
20160619T03Z,357443
20160619T04Z,332899
20160619T05Z,308324
20160619T06Z,289113
20160619T07Z,275220
20160619T08Z,266653
20160619T09Z,261064
20160619T10Z,257985
20160619T11Z,257177
20160619T12Z,264642
20160619T13Z,284193
20160619T14Z,308599
20160619T15Z,333817
20160619T16Z,356500
20160619T17Z,375649
20160619T18Z,391504
20160619T19Z,403938
20160619T20Z,414329
20160619T21Z,422730
20160619T22Z,427574
20160619T23Z,425257
20160620T00Z,415960
20160620T01Z,403202
20160620T02Z,393680
20160620T03Z,375074
20160620T04Z,348369
20160620T05Z,322669
20160620T06Z,304079
20160620T07Z,290839
20160620T08Z,282819
20160620T09Z,280550
20160620T10Z,286747
20160620T11Z,300715
20160620T12Z,321658
20160620T13Z,346076
20160620T14Z,370483
20160620T15Z,395670
20160620T16Z,419327
20160620T17Z,439417
20160620T18Z,456696
20160620T19Z,468275
20160620T20Z,477016
20160620T21Z,483151
20160620T22Z,483851
20160620T23Z,477665
20160621T00Z,464152
20160621T01Z,446450
20160621T02Z,431329
20160621T03Z,404635
20160621T04Z,370410
20160621T05Z,341000
20160621T06Z,320469
20160621T07Z,305494
20160621T08Z,295887
20160621T09Z,292686
20160621T10Z,298239
20160621T11Z,312459
20160621T12Z,330972
20160621T13Z,350291
20160621T14Z,370785
20160621T15Z,393167
20160621T16Z,414903
20160621T17Z,432704
20160621T18Z,448234
20160621T19Z,459247
20160621T20Z,466253
20160621T21Z,471316
20160621T22Z,471502
20160621T23Z,464279
20160622T00Z,451087
20160622T01Z,435875
20160622T02Z,421635
20160622T03Z,398401
20160622T04Z,366645
20160622T05Z,338640
20160622T06Z,318744
20160622T07Z,304375
20160622T08Z,295288
20160622T09Z,292245
20160622T10Z,297485
20160622T11Z,310299
20160622T12Z,329662
20160622T13Z,350709
20160622T14Z,371978
20160622T15Z,393536
20160622T16Z,413959
20160622T17Z,430758
20160622T18Z,445917
20160622T19Z,457460
20160622T20Z,465463
20160622T21Z,471525
20160622T22Z,473056
20160622T23Z,468277
20160623T00Z,457473
20160623T01Z,442813
20160623T02Z,430968
20160623T03Z,407564
20160623T04Z,377155
20160623T05Z,350449
20160623T06Z,330541
20160623T07Z,316634
20160623T08Z,306899
20160623T09Z,303153
20160623T10Z,308502
20160623T11Z,322343
20160623T12Z,338627
20160623T13Z,357500
20160623T14Z,377827
20160623T15Z,399426
20160623T16Z,419796
20160623T17Z,436186
20160623T18Z,451366
20160623T19Z,462091
20160623T20Z,469990
20160623T21Z,473255
20160623T22Z,471150
20160623T23Z,463417
20160624T00Z,449300
20160624T01Z,435432
20160624T02Z,422480
20160624T03Z,401141
20160624T04Z,370241
20160624T05Z,344231
20160624T06Z,324057
20160624T07Z,309376
20160624T08Z,299767
20160624T09Z,296265
20160624T10Z,301211
20160624T11Z,312818
20160624T12Z,327639
20160624T13Z,348206
20160624T14Z,370381
20160624T15Z,393859
20160624T16Z,414767
20160624T17Z,431955
20160624T18Z,447178
20160624T19Z,458967
20160624T20Z,466631
20160624T21Z,471335
20160624T22Z,471084
20160624T23Z,462384
20160625T00Z,448153
20160625T01Z,431404
20160625T02Z,417766
20160625T03Z,396853
20160625T04Z,368988
20160625T05Z,341585
20160625T06Z,320667
20160625T07Z,305648
20160625T08Z,294925
20160625T09Z,288881
20160625T10Z,287136
20160625T11Z,287348
20160625T12Z,297921
20160625T13Z,320612
20160625T14Z,346234
20160625T15Z,375013
20160625T16Z,400036
20160625T17Z,419148
20160625T18Z,434082
20160625T19Z,446073
20160625T20Z,455222
20160625T21Z,461859
20160625T22Z,463248
20160625T23Z,457735
20160626T00Z,444908
20160626T01Z,427824
20160626T02Z,415071
20160626T03Z,395295
20160626T04Z,368263
20160626T05Z,342440
20160626T06Z,323377
20160626T07Z,307714
20160626T08Z,296642
20160626T09Z,288992
20160626T10Z,285049
20160626T11Z,282635
20160626T12Z,290239
20160626T13Z,311739
20160626T14Z,339109
20160626T15Z,366281
20160626T16Z,390807
20160626T17Z,411788
20160626T18Z,428445
20160626T19Z,439636
20160626T20Z,446710
20160626T21Z,451816
20160626T22Z,454172
20160626T23Z,449232
20160627T00Z,436889
20160627T01Z,421763
20160627T02Z,409923
20160627T03Z,389437
20160627T04Z,363665
20160627T05Z,336809
20160627T06Z,317238
20160627T07Z,304208
20160627T08Z,296009
20160627T09Z,294118
20160627T10Z,300192
20160627T11Z,313456
20160627T12Z,332311
20160627T13Z,355708
20160627T14Z,380353
20160627T15Z,406470
20160627T16Z,430581
20160627T17Z,450786
20160627T18Z,467495
20160627T19Z,478918
20160627T20Z,485063
20160627T21Z,487467
20160627T22Z,483685
20160627T23Z,473510
20160628T00Z,459166
20160628T01Z,443371
20160628T02Z,427627
20160628T03Z,403734
20160628T04Z,371530
20160628T05Z,343035
20160628T06Z,322388
20160628T07Z,308996
20160628T08Z,300080
20160628T09Z,297556
20160628T10Z,303836
20160628T11Z,316589
20160628T12Z,333258
20160628T13Z,351954
20160628T14Z,370997
20160628T15Z,390765
20160628T16Z,408626
20160628T17Z,423143
20160628T18Z,434908
20160628T19Z,442894
20160628T20Z,446904
20160628T21Z,448251
20160628T22Z,445815
20160628T23Z,437433
20160629T00Z,424616
20160629T01Z,411068
20160629T02Z,398384
20160629T03Z,376509
20160629T04Z,348735
20160629T05Z,323281
20160629T06Z,304879
20160629T07Z,292185
20160629T08Z,283988
20160629T09Z,281721
20160629T10Z,287464
20160629T11Z,300432
20160629T12Z,318045
20160629T13Z,338909
20160629T14Z,357425
20160629T15Z,377661
20160629T16Z,397427
20160629T17Z,414167
20160629T18Z,429098
20160629T19Z,440462
20160629T20Z,447439
20160629T21Z,451711
20160629T22Z,451547
20160629T23Z,444313
20160630T00Z,430901
20160630T01Z,414182
20160630T02Z,401030
20160630T03Z,379262
20160630T04Z,350246
20160630T05Z,323271
20160630T06Z,304098
20160630T07Z,290585
20160630T08Z,282571
20160630T09Z,280092
20160630T10Z,285362
20160630T11Z,297112
20160630T12Z,313743
20160630T13Z,333521
20160630T14Z,354251
20160630T15Z,375041
20160630T16Z,394511
20160630T17Z,410784
20160630T18Z,425463
20160630T19Z,437457
20160630T20Z,445749
20160630T21Z,450881
20160630T22Z,450237
20160630T23Z,442793
20160701T00Z,429489
20160701T01Z,414353
20160701T02Z,402950
20160701T03Z,382111
20160701T04Z,354082
20160701T05Z,327426
20160701T06Z,307940
20160701T07Z,295285
20160701T08Z,286897
20160701T09Z,283844
20160701T10Z,288584
20160701T11Z,300364
20160701T12Z,315604
20160701T13Z,333778
20160701T14Z,354964
20160701T15Z,375994
20160701T16Z,394938
20160701T17Z,410581
20160701T18Z,423853
20160701T19Z,433796
20160701T20Z,439139
20160701T21Z,441513
20160701T22Z,438737
20160701T23Z,429768
20160702T00Z,415557
20160702T01Z,399372
20160702T02Z,386754
20160702T03Z,367667
20160702T04Z,342104
20160702T05Z,317100
20160702T06Z,299386
20160702T07Z,286257
20160702T08Z,277140
20160702T09Z,271265
20160702T10Z,268939
20160702T11Z,268779
20160702T12Z,275409
20160702T13Z,291660
20160702T14Z,312580
20160702T15Z,334504
20160702T16Z,353739
20160702T17Z,367962
20160702T18Z,377082
20160702T19Z,383622
20160702T20Z,387877
20160702T21Z,390760
20160702T22Z,390481
20160702T23Z,385207
20160703T00Z,374950
20160703T01Z,364128
20160703T02Z,357241
20160703T03Z,342856
20160703T04Z,322135
20160703T05Z,301706
20160703T06Z,285840
20160703T07Z,275759
20160703T08Z,267654
20160703T09Z,262575
20160703T10Z,260417
20160703T11Z,259362
20160703T12Z,263603
20160703T13Z,278594
20160703T14Z,299635
20160703T15Z,320843
20160703T16Z,338769
20160703T17Z,354266
20160703T18Z,364952
20160703T19Z,372801
20160703T20Z,377693
20160703T21Z,380442
20160703T22Z,381066
20160703T23Z,377162
20160704T00Z,367702
20160704T01Z,357756
20160704T02Z,350735
20160704T03Z,338580
20160704T04Z,320281
20160704T05Z,299990
20160704T06Z,284055
20160704T07Z,272738
20160704T08Z,265244
20160704T09Z,262883
20160704T10Z,263395
20160704T11Z,264116
20160704T12Z,268278
20160704T13Z,284074
20160704T14Z,307078
20160704T15Z,332321
20160704T16Z,354062
20160704T17Z,371328
20160704T18Z,383083
20160704T19Z,391095
20160704T20Z,396865
20160704T21Z,401341
20160704T22Z,402524
20160704T23Z,398532
20160705T00Z,389351
20160705T01Z,379349
20160705T02Z,370154
20160705T03Z,358362
20160705T04Z,340941
20160705T05Z,321796
20160705T06Z,305030
20160705T07Z,294492
20160705T08Z,288036
20160705T09Z,286748
20160705T10Z,293537
20160705T11Z,307372
20160705T12Z,325583
20160705T13Z,350140
20160705T14Z,375109
20160705T15Z,400028
20160705T16Z,422104
20160705T17Z,440569
20160705T18Z,456561
20160705T19Z,469759
20160705T20Z,479258
20160705T21Z,486299
20160705T22Z,488571
20160705T23Z,484738
20160706T00Z,473393
20160706T01Z,458216
20160706T02Z,444775
20160706T03Z,421959
20160706T04Z,390851
20160706T05Z,361324
20160706T06Z,340644
20160706T07Z,325356
20160706T08Z,314718
20160706T09Z,310844
20160706T10Z,315704
20160706T11Z,330534
20160706T12Z,347447
20160706T13Z,369715
20160706T14Z,394453
20160706T15Z,421154
20160706T16Z,445677
20160706T17Z,465523
20160706T18Z,479940
20160706T19Z,490959
20160706T20Z,497510
20160706T21Z,501421
20160706T22Z,502174
20160706T23Z,496130
20160707T00Z,482073
20160707T01Z,465515
20160707T02Z,451706
20160707T03Z,427859
20160707T04Z,395617
20160707T05Z,366896
20160707T06Z,344550
20160707T07Z,328631
20160707T08Z,318066
20160707T09Z,314388
20160707T10Z,319844
20160707T11Z,332749
20160707T12Z,350949
20160707T13Z,372250
20160707T14Z,395424
20160707T15Z,420697
20160707T16Z,444923
20160707T17Z,464937
20160707T18Z,480943
20160707T19Z,491462
20160707T20Z,496285
20160707T21Z,499259
20160707T22Z,498205
20160707T23Z,490525
20160708T00Z,477062
20160708T01Z,462352
20160708T02Z,449362
20160708T03Z,425756
20160708T04Z,394540
20160708T05Z,365395
20160708T06Z,344658
20160708T07Z,328972
20160708T08Z,318257
20160708T09Z,314179
20160708T10Z,319453
20160708T11Z,332308
20160708T12Z,349092
20160708T13Z,372266
20160708T14Z,398090
20160708T15Z,424267
20160708T16Z,448657
20160708T17Z,466369
20160708T18Z,479905
20160708T19Z,488716
20160708T20Z,492521
20160708T21Z,493757
20160708T22Z,491096
20160708T23Z,480755
20160709T00Z,464704
20160709T01Z,446540
20160709T02Z,430529
20160709T03Z,407847
20160709T04Z,378172
20160709T05Z,351919
20160709T06Z,330060
20160709T07Z,314670
20160709T08Z,303403
20160709T09Z,296688
20160709T10Z,294230
20160709T11Z,293968
20160709T12Z,301320
20160709T13Z,320307
20160709T14Z,345285
20160709T15Z,370766
20160709T16Z,392282
20160709T17Z,408536
20160709T18Z,420382
20160709T19Z,428903
20160709T20Z,434866
20160709T21Z,438502
20160709T22Z,439487
20160709T23Z,434143
20160710T00Z,422607
20160710T01Z,408460
20160710T02Z,396085
20160710T03Z,377752
20160710T04Z,353354
20160710T05Z,328584
20160710T06Z,308862
20160710T07Z,295591
20160710T08Z,285376
20160710T09Z,278752
20160710T10Z,275756
20160710T11Z,274328
20160710T12Z,280535
20160710T13Z,300484
20160710T14Z,324399
20160710T15Z,349418
20160710T16Z,371785
20160710T17Z,391591
20160710T18Z,407094
20160710T19Z,419547
20160710T20Z,429205
20160710T21Z,435818
20160710T22Z,439662
20160710T23Z,437486
20160711T00Z,426967
20160711T01Z,413535
20160711T02Z,403182
20160711T03Z,383770
20160711T04Z,357468
20160711T05Z,332244
20160711T06Z,313844
20160711T07Z,301393
20160711T08Z,293240
20160711T09Z,291157
20160711T10Z,298567
20160711T11Z,312433
20160711T12Z,329252
20160711T13Z,352824
20160711T14Z,377531
20160711T15Z,403781
20160711T16Z,427976
20160711T17Z,448578
20160711T18Z,466249
20160711T19Z,479960
20160711T20Z,488954
20160711T21Z,493939
20160711T22Z,493609
20160711T23Z,486101
20160712T00Z,472015
20160712T01Z,455484
20160712T02Z,440686
20160712T03Z,416894
20160712T04Z,385409
20160712T05Z,358040
20160712T06Z,336551
20160712T07Z,320637
20160712T08Z,310295
20160712T09Z,306377
20160712T10Z,310953
20160712T11Z,324279
20160712T12Z,343028
20160712T13Z,366025
20160712T14Z,389055
20160712T15Z,414946
20160712T16Z,439213
20160712T17Z,460205
20160712T18Z,476760
20160712T19Z,488830
20160712T20Z,495927
20160712T21Z,499846
20160712T22Z,498448
20160712T23Z,491665
20160713T00Z,477796
20160713T01Z,461945
20160713T02Z,447171
20160713T03Z,423632
20160713T04Z,392577
20160713T05Z,364130
20160713T06Z,342049
20160713T07Z,327213
20160713T08Z,317692
20160713T09Z,314158
20160713T10Z,320720
20160713T11Z,334418
20160713T12Z,353372
20160713T13Z,376688
20160713T14Z,399396
20160713T15Z,425559
20160713T16Z,451264
20160713T17Z,473343
20160713T18Z,491155
20160713T19Z,502754
20160713T20Z,507835
20160713T21Z,507907
20160713T22Z,503919
20160713T23Z,494713
20160714T00Z,480238
20160714T01Z,464320
20160714T02Z,449916
20160714T03Z,425879
20160714T04Z,395503
20160714T05Z,366020
20160714T06Z,344912
20160714T07Z,329631
20160714T08Z,319238
20160714T09Z,316126
20160714T10Z,321886
20160714T11Z,336460
20160714T12Z,355294
20160714T13Z,377466
20160714T14Z,401140
20160714T15Z,428352
20160714T16Z,452699
20160714T17Z,471690
20160714T18Z,485279
20160714T19Z,492971
20160714T20Z,496254
20160714T21Z,495451
20160714T22Z,491912
20160714T23Z,484288
20160715T00Z,470437
20160715T01Z,454701
20160715T02Z,441829
20160715T03Z,418119
20160715T04Z,387073
20160715T05Z,360256
20160715T06Z,339245
20160715T07Z,324448
20160715T08Z,314140
20160715T09Z,310360
20160715T10Z,315126
20160715T11Z,327874
20160715T12Z,344852
20160715T13Z,367068
20160715T14Z,391581
20160715T15Z,415161
20160715T16Z,436006
20160715T17Z,452602
20160715T18Z,466782
20160715T19Z,476806
20160715T20Z,480903
20160715T21Z,481368
20160715T22Z,477085
20160715T23Z,464844
20160716T00Z,447235
20160716T01Z,429655
20160716T02Z,416649
20160716T03Z,395404
20160716T04Z,367209
20160716T05Z,340262
20160716T06Z,319950
20160716T07Z,306320
20160716T08Z,295968
20160716T09Z,290143
20160716T10Z,289211
20160716T11Z,291446
20160716T12Z,300177
20160716T13Z,319700
20160716T14Z,344964
20160716T15Z,370131
20160716T16Z,392550
20160716T17Z,410402
20160716T18Z,424430
20160716T19Z,434183
20160716T20Z,439743
20160716T21Z,441695
20160716T22Z,439668
20160716T23Z,431742
20160717T00Z,418951
20160717T01Z,405140
20160717T02Z,393507
20160717T03Z,375527
20160717T04Z,351678
20160717T05Z,327965
20160717T06Z,310711
20160717T07Z,298534
20160717T08Z,288750
20160717T09Z,282752
20160717T10Z,279829
20160717T11Z,277684
20160717T12Z,283055
20160717T13Z,302992
20160717T14Z,331922
20160717T15Z,360746
20160717T16Z,386946
20160717T17Z,409910
20160717T18Z,428301
20160717T19Z,442266
20160717T20Z,452751
20160717T21Z,461395
20160717T22Z,467022
20160717T23Z,465526
20160718T00Z,455628
20160718T01Z,442904
20160718T02Z,432327
20160718T03Z,411806
20160718T04Z,384905
20160718T05Z,359162
20160718T06Z,339706
20160718T07Z,326022
20160718T08Z,316914
20160718T09Z,314155
20160718T10Z,319534
20160718T11Z,333158
20160718T12Z,351432
20160718T13Z,376668
20160718T14Z,404099
20160718T15Z,432767
20160718T16Z,459205
20160718T17Z,480114
20160718T18Z,495838
20160718T19Z,506094
20160718T20Z,508378
20160718T21Z,505945
20160718T22Z,500922
20160718T23Z,494747
20160719T00Z,484116
20160719T01Z,469193
20160719T02Z,454657
20160719T03Z,428954
20160719T04Z,397319
20160719T05Z,367730
20160719T06Z,345296
20160719T07Z,329050
20160719T08Z,318855
20160719T09Z,315003
20160719T10Z,320093
20160719T11Z,333843
20160719T12Z,351391
20160719T13Z,375450
20160719T14Z,398753
20160719T15Z,425452
20160719T16Z,450186
20160719T17Z,470155
20160719T18Z,485085
20160719T19Z,494739
20160719T20Z,499111
20160719T21Z,500937
20160719T22Z,498175
20160719T23Z,489426
20160720T00Z,474071
20160720T01Z,457314
20160720T02Z,442829
20160720T03Z,418344
20160720T04Z,387615
20160720T05Z,358836
20160720T06Z,337595
20160720T07Z,322257
20160720T08Z,311677
20160720T09Z,307731
20160720T10Z,313342
20160720T11Z,326608
20160720T12Z,343620
20160720T13Z,366573
20160720T14Z,390737
20160720T15Z,416976
20160720T16Z,442502
20160720T17Z,464674
20160720T18Z,484125
20160720T19Z,497712
20160720T20Z,505938
20160720T21Z,510915
20160720T22Z,511257
20160720T23Z,503938
20160721T00Z,489457
20160721T01Z,472632
20160721T02Z,457649
20160721T03Z,433282
20160721T04Z,401788
20160721T05Z,372395
20160721T06Z,349206
20160721T07Z,332797
20160721T08Z,321794
20160721T09Z,317303
20160721T10Z,323127
20160721T11Z,336760
20160721T12Z,354872
20160721T13Z,378489
20160721T14Z,405463
20160721T15Z,434205
20160721T16Z,461808
20160721T17Z,484504
20160721T18Z,502665
20160721T19Z,514001
20160721T20Z,518625
20160721T21Z,520772
20160721T22Z,517566
20160721T23Z,510330
20160722T00Z,496722
20160722T01Z,481749
20160722T02Z,467798
20160722T03Z,441778
20160722T04Z,412007
20160722T05Z,383660
20160722T06Z,359972
20160722T07Z,342969
20160722T08Z,331818
20160722T09Z,326909
20160722T10Z,331242
20160722T11Z,343408
20160722T12Z,359728
20160722T13Z,383306
20160722T14Z,410612
20160722T15Z,436457
20160722T16Z,462718
20160722T17Z,484941
20160722T18Z,502383
20160722T19Z,514077
20160722T20Z,520140
20160722T21Z,522918
20160722T22Z,521175
20160722T23Z,513134
20160723T00Z,498447
20160723T01Z,480959
20160723T02Z,466133
20160723T03Z,442726
20160723T04Z,412954
20160723T05Z,384083
20160723T06Z,360294
20160723T07Z,342910
20160723T08Z,329943
20160723T09Z,321600
20160723T10Z,318692
20160723T11Z,319689
20160723T12Z,328395
20160723T13Z,353259
20160723T14Z,386159
20160723T15Z,419219
20160723T16Z,448465
20160723T17Z,471313
20160723T18Z,486040
20160723T19Z,495839
20160723T20Z,500337
20160723T21Z,502251
20160723T22Z,499905
20160723T23Z,491213
20160724T00Z,475850
20160724T01Z,459603
20160724T02Z,446294
20160724T03Z,424084
20160724T04Z,397351
20160724T05Z,371243
20160724T06Z,349360
20160724T07Z,333037
20160724T08Z,320903
20160724T09Z,312418
20160724T10Z,308022
20160724T11Z,306337
20160724T12Z,312027
20160724T13Z,333453
20160724T14Z,363392
20160724T15Z,395473
20160724T16Z,424210
20160724T17Z,447810
20160724T18Z,465744
20160724T19Z,478189
20160724T20Z,486893
20160724T21Z,492918
20160724T22Z,495801
20160724T23Z,491930
20160725T00Z,479520
20160725T01Z,464670
